symbol	R603	R607	R614	R621
MAPK13	0	0	0	0
RP1-179N16.6	1	1	0	0
BRPF3	1	0	0	0
KCTD20	0	0	0	0
STK38	0	0	0	0
SRSF3	0	0	0	0
CDKN1A	0	1	1	1
CPNE5	1	1	1	0
PPIL1	1	0	0	0
C6orf89	1	0	0	0
MTCH1	0	0	0	0
COX6A1P2	1	1	1	1
PIM1	1	0	0	0
TMEM217	1	0	1	0
TBC1D22B	0	0	0	0
RNF8	0	0	0	0
CMTR1	0	0	0	0
CCDC167	0	0	0	0
MDGA1	0	0	0	0
ZFAND3	0	0	0	0
BTBD9	0	0	0	0
GLO1	0	0	0	0
SAYSD1	0	0	0	0
KCNK5	0	1	1	1
MOCS1	1	0	1	1
UNC5CL	1	0	0	0
OARD1	0	0	0	0
NFYA	0	0	0	0
ADCY10P1	0	0	0	0
FOXP4-AS1	0	0	1	0
FOXP4	0	0	0	0
TFEB	0	0	0	0
FRS3	0	0	0	0
PRICKLE4	0	1	0	1
USP49	1	0	0	0
MED20	0	0	0	0
BYSL	0	0	0	0
CCND3	1	1	0	0
TAF8	0	0	0	0
C6orf132	0	0	0	0
GUCA1B	1	1	0	1
MRPS10	0	0	0	0
TRERF1	0	0	0	0
UBR2	0	0	0	0
TBCC	0	0	0	0
GLTSCR1L	0	0	0	0
RPL7L1	0	0	0	0
CNPY3	0	0	0	0
RP3-475N16.1	0	0	0	0
RPL24P4	0	0	0	0
GNMT	0	0	0	1
PEX6	0	0	0	0
PPP2R5D	0	0	0	0
MEA1	0	0	0	0
KLHDC3	0	0	0	0
RRP36	0	0	0	0
RP1-20C7.6	0	1	0	1
CUL7	0	0	0	0
KLC4	1	0	0	0
MRPL2	0	0	0	0
RP11-387M24.5	1	0	0	1
PTK7	0	0	0	0
SRF	0	0	0	0
CUL9	1	0	0	0
DNPH1	0	0	0	0
ZNF318	0	0	0	0
ABCC10	0	0	0	0
DLK2	1	0	1	0
TJAP1	0	0	0	0
LRRC73	0	0	1	0
POLR1C	0	0	0	0
YIPF3	0	0	0	0
RP3-337H4.9	0	0	0	0
XPO5	0	0	0	0
POLH	0	0	0	0
GTPBP2	0	0	0	0
MAD2L1BP	0	0	0	0
MRPS18A	0	0	0	0
VEGFA	0	0	1	1
RP5-1120P11.1	1	0	1	0
C6orf223	1	1	1	1
MRPL14	0	0	0	0
TMEM63B	0	0	0	0
SLC29A1	1	0	0	0
HSP90AB1	0	0	0	0
SLC35B2	1	0	0	0
NFKBIE	0	1	0	0
TMEM151B	0	0	1	0
TCTE1	0	0	1	0
AARS2	1	0	0	0
CDC5L	0	0	0	0
SUPT3H	0	0	0	0
RUNX2	1	1	0	0
RP1-244F24.1	1	1	0	0
SLC25A27	1	0	1	1
TNFRSF21	1	0	0	0
CD2AP	0	0	0	0
MUT	0	0	0	0
CENPQ	0	0	0	0
MCM3	0	0	0	0
PAQR8	0	1	1	0
EFHC1	0	0	0	0
TRAM2	1	0	0	0
TRAM2-AS1	0	0	0	0
RP1-152L7.5	0	0	0	0
TMEM14A	1	0	0	0
GSTA4	0	0	0	0
RN7SK	0	0	0	0
ICK	0	0	0	0
FBXO9	0	0	0	0
ELOVL5	0	0	0	0
GCLC	0	0	0	0
RP1-27K12.2	1	0	0	0
KLHL31	0	0	0	1
LRRC1	0	0	1	0
BMP5	0	1	1	1
DST	0	0	0	0
RP11-472M19.2	0	0	0	0
KIAA1586	0	0	0	0
ZNF451	0	0	0	0
BAG2	0	1	0	0
RAB23	0	0	0	0
PRIM2	1	0	0	0
XXbac-BPGBPG55C20.2	1	1	0	0
GUSBP4	1	1	0	0
LINC00680	1	0	0	0
FKBP1C	1	1	1	0
PTP4A1	0	0	1	0
PHF3	0	0	0	0
LMBRD1	0	0	0	0
RP11-462G2.2	0	0	0	0
FAM135A	0	0	0	0
C6orf57	0	0	0	0
RP11-134K13.4	0	0	0	1
SMAP1	0	0	0	0
RP11-154D6.1	0	0	0	0
OGFRL1	0	0	0	0
LINC00472	0	0	0	0
RP1-288M22.2	1	0	0	0
KHDC1	0	0	0	0
RP11-398K22.12	1	0	0	0
EIF3EP1	0	1	1	0
MB21D1	0	0	0	0
MTO1	0	0	0	0
EEF1A1	0	0	0	0
SLC17A5	0	0	0	0
RP11-553A21.3	0	1	1	0
CD109	0	0	0	0
COX7A2	0	0	0	0
TMEM30A	1	0	0	0
RP1-234P15.4	0	1	1	0
SENP6	0	0	0	0
RNU6-1016P	0	1	1	0
MYO6	0	0	0	0
IRAK1BP1	0	0	0	0
PHIP	0	0	0	0
HMGN3	1	0	0	0
HMGN3-AS1	0	0	0	0
LCA5	1	0	0	0
RP11-342L8.2	0	0	0	0
RP11-177G23.2	0	0	0	0
SH3BGRL2	1	0	1	0
GAPDHP63	0	0	0	0
TTK	0	0	0	0
BCKDHB	0	0	0	0
RP11-250B2.3	1	1	0	1
RP11-250B2.5	1	1	0	1
FAM46A	1	0	0	1
IBTK	1	0	0	0
TPBG	0	1	1	1
UBE3D	0	0	0	0
DOPEY1	0	0	0	0
PGM3	0	0	0	0
RWDD2A	0	0	0	0
ME1	0	0	0	0
PRSS35	0	1	0	0
CYB5R4	0	0	0	0
MRAP2	1	0	0	0
CEP162	0	0	0	0
NT5E	1	0	1	1
SNX14	0	0	0	0
SYNCRIP	0	0	0	0
SNHG5	0	0	0	0
ZNF292	0	0	0	0
SMIM8	0	0	0	0
C6orf163	1	1	0	1
C6orf165	0	0	0	0
SLC35A1	0	0	0	0
RARS2	0	0	0	0
ORC3	0	0	0	0
AKIRIN2	0	1	0	0
RNGTT	0	0	0	0
RP1-72A23.3	0	1	1	1
PNRC1	1	0	0	0
GABRR2	0	0	1	0
UBE2J1	0	0	0	0
RRAGD	1	0	1	1
ANKRD6	0	0	0	0
LYRM2	0	0	0	0
MDN1	0	0	0	0
CASP8AP2	0	0	0	0
MAP3K7	0	0	0	0
EPHA7	1	0	0	0
RP3-399J4.2	1	1	1	1
MANEA-AS1	1	0	0	0
MANEA	0	0	1	1
UFL1	0	0	0	0
GPR63	1	1	1	0
NDUFAF4	0	0	0	0
MMS22L	0	0	0	0
RP3-418C23.2	1	0	0	0
FBXL4	0	0	0	0
FAXC	0	0	0	0
COQ3	0	0	0	0
PNISR	1	0	0	0
RP11-98I9.4	0	0	0	0
USP45	0	0	0	0
TSTD3	0	0	0	0
CCNC	0	0	0	0
ASCC3	0	0	0	0
RP3-467N11.1	0	0	0	0
HACE1	1	0	0	0
POPDC3	0	0	1	1
RP3-355L5.5	1	1	0	1
PREP	0	0	0	0
ATG5	0	0	0	0
RTN4IP1	0	0	0	0
QRSL1	0	0	0	0
C6orf203	1	0	0	0
PDSS2	0	0	0	0
SOBP	0	1	1	1
SCML4	0	0	0	0
SEC63	1	0	0	0
RP1-111B22.3	1	0	0	0
OSTM1	1	1	1	0
SNX3	0	0	0	0
LACE1	0	0	0	0
FOXO3	0	0	0	0
ARMC2	0	0	0	0
SESN1	0	0	0	0
CEP57L1	1	0	0	0
CD164	1	0	0	1
SMPD2	0	0	0	0
MICAL1	0	0	0	0
ZBTB24	0	0	0	0
AK9	1	0	0	0
FIG4	0	0	0	0
RP1-249I4.2	0	0	0	0
WASF1	0	0	0	0
CDC40	0	0	0	0
DDO	0	0	1	1
RP11-346C16.4	0	1	1	1
CDK19	0	0	0	0
CNN2P9	1	0	1	0
AMD1	0	0	0	1
GTF3C6	0	0	0	0
RPF2	1	0	0	0
SLC16A10	0	1	1	1
KIAA1919	0	0	0	0
RP5-1112D6.4	0	0	0	0
RP5-1112D6.7	1	1	0	0
REV3L	0	0	0	0
RP5-1112D6.8	0	0	0	0
TRAF3IP2-AS1	0	0	0	0
TRAF3IP2	1	0	0	0
C6orf3	0	0	1	0
TUBE1	0	0	0	0
LAMA4	0	1	1	1
HDAC2	0	0	0	0
NT5DC1	0	0	0	0
TSPYL4	0	0	0	0
DSE	0	0	0	0
RP3-486I3.7	1	0	0	0
TSPYL1	0	0	0	0
RP1-93H18.1	1	0	0	0
CBX3P9	0	0	0	0
RWDD1	0	0	0	0
RSPH4A	1	0	1	0
ZUFSP	0	0	0	0
KPNA5	0	0	0	0
GOPC	0	0	0	0
DCBLD1	0	1	0	0
NUS1	1	0	0	0
RP11-57K17.1	0	1	0	1
CEP85L	1	0	0	0
MCM9	0	0	0	0
ASF1A	0	0	0	0
FAM184A	1	0	0	0
MAN1A1	0	1	1	1
TBC1D32	0	0	0	0
HSF2	0	0	0	0
SERINC1	0	0	0	0
PKIB	0	1	1	0
SMPDL3A	1	0	1	1
RNF217	0	1	1	0
TPD52L1	1	0	1	0
HDDC2	0	0	0	0
NCOA7	0	1	1	1
HINT3	0	0	1	1
TRMT11	0	0	0	0
CENPW	0	1	0	0
PRELID1P1	1	0	0	1
RNF146	0	0	0	0
ECHDC1	0	0	0	0
YWHAZP4	1	1	0	0
RPL5P18	0	0	0	0
PTPRK	0	1	1	1
LAMA2	0	0	0	0
RP1-69D17.3	1	0	0	0
RP1-69D17.4	0	0	0	0
ARHGAP18	0	0	0	0
L3MBTL3	0	0	0	0
EPB41L2	0	0	0	0
AKAP7	0	0	1	1
MED23	0	0	0	0
ENPP1	1	1	1	1
CTGF	0	0	0	0
STX7	0	0	0	0
SLC18B1	0	0	0	0
RPS12	0	0	0	0
SNORD101	0	0	0	0
SNORA33	0	0	0	0
TBPL1	0	0	0	0
SLC2A12	0	0	0	0
SGK1	0	0	0	0
KRT8P42	0	0	0	0
RP11-557H15.3	0	0	0	0
LINC01010	0	0	1	1
RP11-557H15.4	0	0	0	0
ALDH8A1	1	0	0	0
HBS1L	0	0	0	0
MYB	0	0	0	0
AHI1	0	0	0	0
LINC00271	0	1	0	1
MTFR2	0	1	0	0
BCLAF1	0	0	0	0
MAP7	0	0	1	1
MAP3K5	0	1	1	1
PEX7	0	0	0	0
IFNGR1	0	0	0	0
RP11-95M15.2	1	0	0	0
TNFAIP3	0	1	1	1
PERP	1	0	0	0
KIAA1244	0	1	1	1
HEBP2	0	0	0	0
NHSL1	1	0	0	0
RP11-390P2.4	1	0	0	0
CCDC28A	0	0	0	0
REPS1	0	0	0	0
ABRACL	0	0	0	0
HECA	1	0	0	0
CITED2	0	0	0	0
RP11-12A2.3	0	0	0	1
RP11-15H7.2	1	1	0	0
VTA1	0	0	0	0
GPR126	0	0	0	0
HIVEP2	1	1	1	1
AIG1	0	0	1	1
RP1-95L4.4	1	0	1	1
ADAT2	0	0	0	0
PEX3	1	0	0	0
FUCA2	1	0	0	0
PHACTR2	0	0	0	0
LTV1	0	0	0	0
SF3B5	0	0	0	0
STX11	1	0	0	0
UTRN	0	0	0	0
EPM2A	0	0	0	0
RP3-466P17.1	0	0	0	0
FBXO30	0	0	0	0
RP11-545I5.3	1	1	0	0
SHPRH	0	0	0	0
GRM1	0	0	1	0
RAB32	0	1	0	0
STXBP5-AS1	0	0	1	0
STXBP5	0	0	0	0
YAP1P1	1	0	1	0
SAMD5	0	1	1	1
SASH1	1	0	0	0
UST	0	0	1	1
TAB2	0	0	0	0
PPIL4	0	0	0	0
GINM1	1	0	0	0
RPS18P9	0	0	0	0
KATNA1	0	0	0	0
LATS1	0	0	0	0
NUP43	0	0	0	0
PCMT1	1	0	0	0
RP11-350J20.5	1	1	0	0
LRP11	1	0	0	0
RP11-350J20.9	1	0	0	0
RAET1G	0	1	0	1
ULBP2	0	0	0	1
ULBP1	0	0	1	0
RAET1K	0	1	0	0
ULBP3	1	0	0	0
PPP1R14C	0	1	0	0
MTHFD1L	0	0	0	0
RP1-292B18.1	1	0	0	0
AKAP12	0	0	0	0
ZBTB2	0	1	0	0
RMND1	0	0	0	0
HSPA8P15	1	0	0	0
C6orf211	0	0	0	0
SYNE1	0	1	1	1
FBXO5	0	0	0	0
RP1-101K10.6	0	0	0	0
MTRF1L	0	0	0	0
RP11-475C16.1	0	0	0	0
CNKSR3	0	0	0	0
SCAF8	0	0	0	0
TIAM2	0	0	0	0
RP11-477D19.2	0	0	0	0
TFB1M	0	0	0	0
NOX3	0	1	1	1
TMEM242	0	0	0	0
RP3-395C13.1	1	1	0	1
ZDHHC14	0	0	0	0
SNX9	0	0	0	0
SYNJ2	0	0	0	0
SERAC1	0	0	0	0
GTF2H5	0	0	0	0
TULP4	0	0	0	0
TMEM181	0	0	0	0
DYNLT1	0	0	0	0
SYTL3	1	0	0	0
EZR	0	0	0	0
C6orf99	0	1	0	0
RSPH3	0	0	0	0
RP1-111C20.4	0	0	0	0
FNDC1	1	0	0	0
SOD2	0	0	0	0
HNRNPH1P1	0	1	0	1
RNU4ATAC18P	0	1	1	0
WTAP	0	0	0	0
ACAT2	0	0	0	0
TCP1	0	0	0	0
SNORA20	0	0	0	0
MRPL18	0	0	0	0
PNLDC1	1	0	0	0
IGF2R	0	0	0	0
RP11-288H12.3	0	0	0	0
SLC22A1	0	0	0	1
RP3-428L16.2	1	0	1	0
MAP3K4	0	0	0	0
AGPAT4	0	0	0	0
PARK2	1	0	1	1
CAHM	0	0	0	0
QKI	0	0	0	0
C6orf118	0	0	1	1
PDE10A	1	0	1	0
LINC00473	0	0	0	1
PRR18	0	1	1	0
SFT2D1	0	0	0	0
MPC1	0	0	0	0
RP1-168L15.5	0	1	0	0
RPS6KA2	0	0	1	0
RNASET2	0	1	0	0
FGFR1OP	0	0	0	0
RP11-517H2.6	1	0	0	0
MLLT4-AS1	1	1	1	0
MLLT4	0	0	0	0
SMOC2	0	0	1	0
XXyac-YX65C7_A.2	0	0	0	0
THBS2	0	0	1	0
XXyac-YX65C7_A.3	0	0	0	0
VTA1P1	0	0	0	0
RP1-137D17.1	0	0	1	0
RP1-137D17.2	0	0	0	1
WDR27	0	0	0	0
C6orf120	1	0	0	0
PHF10	0	0	0	0
TCTE3	0	0	1	0
ERMARD	0	0	0	0
RP1-266L20.9	0	0	0	1
DLL1	1	0	1	0
FAM120B	0	0	0	0
PSMB1	0	0	0	0
TBP	0	0	0	0
PDCD2	0	0	0	0
AC093627.9	1	1	0	0
AC093627.10	1	1	0	0
FAM20C	0	0	0	0
PDGFA	0	0	0	0
FLJ44511	1	0	0	1
PRKAR1B	1	0	0	0
DNAAF5	0	0	0	0
SUN1	0	0	0	0
GET4	0	1	0	1
RP11-449P15.2	0	1	0	0
ADAP1	0	0	0	0
COX19	0	0	0	0
CYP2W1	0	1	0	0
C7orf50	0	0	0	0
GPR146	0	0	0	0
GPER1	0	0	0	1
ZFAND2A	0	0	0	0
AC091729.9	0	1	0	0
MICALL2	0	0	0	1
AC102953.4	1	0	0	0
RP11-1246C19.1	1	1	0	0
INTS1	0	0	0	0
MAFK	0	0	0	0
TMEM184A	0	1	0	0
PSMG3	0	0	0	0
PSMG3-AS1	0	1	0	0
TFAMP1	0	1	1	0
ELFN1	0	0	0	0
ELFN1-AS1	1	1	1	1
MAD1L1	0	0	0	0
FTSJ2	1	0	0	0
NUDT1	0	0	0	0
SNX8	0	0	0	0
EIF3B	0	0	0	0
CHST12	1	0	0	0
LFNG	1	1	0	1
BRAT1	0	0	0	0
IQCE	0	0	0	0
TTYH3	0	0	0	0
AMZ1	1	1	1	0
GNA12	0	0	0	0
SDK1	0	0	1	1
FOXK1	1	0	0	0
AP5Z1	0	0	0	0
RNF216P1	0	0	0	0
RBAK	0	0	0	0
WIPI2	0	0	0	0
SLC29A4	1	0	0	0
TNRC18	0	0	0	0
AC093620.5	0	1	0	1
RP11-1275H24.2	0	1	0	0
FBXL18	0	0	0	0
ACTB	0	0	0	0
FSCN1	0	1	0	0
RNF216	0	0	0	0
ZNF815P	0	1	0	0
PMS2	0	0	0	0
AIMP2	0	0	0	0
SNORA42	1	0	0	0
EIF2AK1	0	0	0	0
USP42	0	0	0	0
CYTH3	1	0	0	0
FAM220A	0	0	0	0
RAC1	0	0	0	0
DAGLB	0	0	0	0
KDELR2	1	0	0	0
AC072052.7	1	1	0	0
GRID2IP	1	0	1	1
ZDHHC4	0	0	0	0
C7orf26	0	0	0	0
ZNF853	0	0	0	1
ZNF316	0	0	0	0
AC073343.13	0	0	1	0
RP11-611L7.2	1	1	1	0
ZNF12	0	0	0	0
PMS2CL	0	0	0	0
FAM86LP	0	0	0	1
C1GALT1	1	0	0	0
RP5-1159O4.2	0	1	0	0
RP5-1159O4.1	1	1	1	1
MIOS	0	0	0	0
RPA3	0	0	0	0
UMAD1	0	0	0	0
GLCCI1	1	0	0	0
AC006042.8	1	0	0	0
ICA1	0	0	0	0
AC007128.1	1	1	1	0
RP4-594A5.1	1	0	0	1
HSPA8P8	1	0	0	0
NDUFA4	0	0	0	0
PHF14	0	0	0	0
TMEM106B	0	0	0	0
ARL4A	0	0	0	0
ETV1	1	1	1	1
ISPD	1	0	1	0
SOSTDC1	0	1	1	1
ANKMY2	0	0	0	0
BZW2	0	0	0	0
TSPAN13	0	0	1	1
AHR	0	1	1	1
SNX13	0	0	0	0
HDAC9	1	0	0	0
TWISTNB	0	0	0	0
MACC1	0	1	0	0
CTA-293F17.1	0	0	0	0
ITGB8	0	1	1	0
SP4	0	1	0	0
CDCA7L	0	0	0	0
RAPGEF5	0	1	1	1
TOMM7	0	0	0	0
AC005682.5	1	1	1	1
SNORD93	1	0	1	0
FAM126A	0	0	0	0
KLHL7-AS1	0	0	0	0
KLHL7	0	0	0	0
NUPL2	0	0	0	0
GPNMB	0	0	0	0
MALSU1	0	0	0	0
IGF2BP3	0	0	0	0
RPS2P32	0	0	0	0
TRA2A	0	0	0	0
CCDC126	0	0	0	0
FAM221A	1	0	1	0
MPP6	0	0	0	0
DFNA5	0	1	1	1
OSBPL3	0	0	0	0
CYCS	1	1	0	1
C7orf31	1	0	1	0
CTD-2227E11.1	1	0	0	1
NFE2L3	0	0	0	0
CTB-119C2.1	1	1	1	0
HNRNPA2B1	0	0	0	0
CBX3	0	0	0	0
SNX10	0	0	0	0
AC004540.5	0	0	0	0
SKAP2	0	0	1	1
HOXA1	1	0	0	0
HOTAIRM1	1	0	0	1
HOXA2	0	0	0	0
HOXA3	0	0	0	0
HOXA-AS2	0	0	0	0
HOXA11	0	0	0	0
HOXA11-AS	1	0	0	0
RP1-170O19.14	1	0	0	0
HOXA13	1	0	0	1
HOTTIP	0	1	1	1
EIF4HP1	0	0	1	0
HIBADH	0	0	0	0
TAX1BP1	0	0	0	0
JAZF1	0	0	0	0
CREB5	0	0	0	1
DPY19L2P3	1	0	0	0
WIPF3	1	0	0	0
SCRN1	0	0	0	0
FKBP14	1	0	0	0
PLEKHA8	1	0	0	0
MTURN	1	0	1	0
AC007036.4	1	1	1	0
ZNRF2	0	1	0	0
AC006978.6	1	0	0	0
NOD1	0	0	0	1
GS1-114I9.1	1	0	0	0
GGCT	0	0	0	0
AC005154.6	1	0	0	0
AC005154.7	1	1	0	0
GARS	0	0	0	0
FAM188B	1	0	0	0
AQP1	0	0	1	0
PDE1C	1	0	0	0
AC018641.7	1	0	0	0
SLC25A5P5	0	1	0	0
LSM5	0	0	0	0
AVL9	1	0	0	0
DPY19L1P1	1	0	0	0
RP11-225B17.2	0	0	0	0
DPY19L1P2	1	0	0	0
KBTBD2	0	0	0	0
RP9P	0	0	0	0
FKBP9	0	0	0	0
NT5C3A	1	0	0	0
RP9	0	0	0	0
BBS9	0	0	0	0
DPY19L1	1	0	1	1
HERPUD2	0	0	0	0
RP11-379H18.1	0	1	0	0
SEPT7-AS1	1	0	0	0
SEPT7	0	0	0	0
EEPD1	0	0	0	0
KIAA0895	0	0	0	0
ANLN	0	0	0	0
EPDR1	1	0	0	0
STARD3NL	0	0	0	0
RP11-121A8.1	1	1	0	1
TRGV8	1	1	0	0
TRGV7	0	0	0	1
TRGV6	0	0	0	1
KRT8P20	1	0	1	0
VPS41	0	0	0	0
YAE1D1	0	0	0	0
AC011290.5	1	0	0	0
RALA	1	0	1	0
LINC00265	0	0	0	1
RP11-467D6.1	0	1	0	0
CDK13	0	0	0	0
MPLKIP	0	0	0	0
SUGCT	0	0	0	0
TCP1P1	0	0	0	0
PSMA2	0	0	0	0
MRPL32	0	0	0	0
AC005537.2	0	1	0	0
HECW1	0	0	0	0
STK17A	0	0	0	0
COA1	0	0	0	0
BLVRA	0	0	0	0
MRPS24	0	0	1	0
URGCP	0	0	0	0
UBE2D4	0	0	0	0
POLR2J4	1	1	0	1
RP5-1165K10.2	1	1	0	0
AC004951.6	1	0	0	0
POLR2J4	1	1	0	0
RASA4CP	1	1	0	1
DBNL	1	0	0	0
PGAM2	1	0	0	1
POLM	0	0	0	0
POLD2	0	0	0	0
YKT6	0	0	0	0
CAMK2B	0	0	1	0
NUDCD3	0	0	0	0
AC004453.8	0	1	1	1
NPC1L1	1	0	1	0
DDX56	1	0	0	0
TMED4	0	0	0	0
OGDH	0	0	0	0
ZMIZ2	0	0	0	0
PPIA	0	0	0	0
H2AFV	0	0	0	0
PURB	0	0	0	0
RP4-673M15.1	1	0	0	0
AC004854.5	0	0	0	0
SNHG15	0	0	0	0
CCM2	0	0	0	0
NACAD	1	0	0	1
TBRG4	0	0	0	0
SEPT7P2	0	0	0	0
AC096582.7	1	0	0	0
TNS3	0	0	0	0
C7orf65	1	1	0	0
HUS1	0	0	0	0
LINC00525	0	1	1	1
PKD1L1	0	0	0	0
C7orf69	0	0	0	0
UPP1	0	1	1	0
FIGNL1	0	0	0	0
GRB10	0	0	0	0
COBL	0	0	0	0
CTD-2021A8.2	0	1	1	0
SEC61G	0	0	0	0
EGFR	0	0	0	0
LANCL2	1	0	0	0
VOPP1	1	1	0	0
FKBP9P1	1	0	1	0
ZNF713	0	1	0	0
GBAS	0	0	0	0
MRPS17	1	0	0	0
PSPH	0	0	0	0
CCT6A	0	0	0	0
SUMF2	0	0	0	0
PHKG1	0	0	0	0
CHCHD2	0	0	0	0
RP11-760D2.7	0	0	0	0
RP11-340I6.8	1	1	0	0
RP11-165H4.2	0	0	1	0
ZNF736	0	0	0	0
TRIM60P18	0	1	0	0
ZNF680	0	0	0	0
ZNF107	0	0	0	0
ZNF138	0	0	0	0
ZNF273	0	0	0	0
ZNF117	1	1	0	1
ERV3-1	0	1	0	1
CCT6P3	0	0	0	0
RP11-460N20.5	1	0	1	0
INTS4P1	1	1	0	0
RP11-328P23.2	0	0	0	0
RP11-746P2.3	1	0	0	0
ZNF92	0	0	0	0
CCT6P1	0	0	0	0
VKORC1L1	1	0	0	0
GUSB	0	0	0	0
ASL	0	0	0	0
CRCP	0	0	0	0
TPST1	1	0	0	0
LINC00174	0	0	0	1
GS1-124K5.6	0	0	1	1
GS1-124K5.2	0	0	0	0
GS1-124K5.7	0	0	0	0
GS1-124K5.3	0	0	0	0
GS1-124K5.4	0	0	0	0
GS1-124K5.11	0	1	0	0
GS1-124K5.12	0	0	0	0
KCTD7	0	0	0	0
RP4-756H11.3	1	0	0	0
RABGEF1	1	0	0	1
RP11-792A8.4	0	0	0	0
GTF2IRD1P1	0	1	0	0
RP11-458F8.1	0	1	1	1
RP11-458F8.2	0	1	0	1
RP11-458F8.4	0	0	0	1
TMEM248	1	0	0	0
SBDS	0	0	0	0
TYW1	1	0	0	0
STAG3L4	0	0	0	0
RP11-166O4.6	0	0	0	0
LINC01372	0	1	0	1
SBDSP1	0	0	0	0
POM121	0	0	0	0
NSUN5P2	0	0	0	0
STAG3L3	0	1	1	1
RP11-396K3.1	1	0	1	0
NSUN5	0	0	0	0
BAZ1B	0	0	0	0
BCL7B	0	1	0	0
TBL2	1	0	0	0
MLXIPL	1	1	0	1
WBSCR22	0	0	0	0
STX1A	1	0	0	0
ABHD11	0	0	0	0
LIMK1	0	0	0	0
EIF4H	0	0	1	0
RFC2	0	0	0	0
CLIP2	1	0	0	0
GTF2IRD1	1	0	0	0
PMS2P5	1	0	0	0
STAG3L1	0	1	0	0
TRIM73	0	1	1	1
NSUN5P1	0	1	0	0
HIP1	0	0	0	0
RHBDD2	0	0	0	0
POR	0	0	0	0
TMEM120A	0	0	0	0
STYXL1	0	0	0	0
MDH2	0	0	0	0
SRRM3	0	0	0	0
HSPB1	0	0	0	0
YWHAG	0	0	0	0
SSC4D	1	0	0	0
ZP3	0	0	0	0
UPK3B	0	1	0	0
AC004980.7	0	0	0	0
POMZP3	0	0	0	0
DTX2P1	0	0	0	1
RP11-467H10.1	0	0	0	0
CCDC146	0	1	0	1
GSAP	0	1	0	1
PTPN12	0	0	0	0
APTR	0	0	0	0
RSBN1L	0	0	0	0
TMEM60	0	0	0	0
PHTF2	1	0	0	1
MAGI2	0	0	0	0
CD36	0	1	0	1
SEMA3C	0	0	0	0
SEMA3A	0	0	0	0
AC003984.1	0	0	0	0
AC074183.4	1	1	1	1
SEMA3D	0	0	0	0
DMTF1	0	0	0	0
TMEM243	0	0	0	0
TP53TG1	0	0	0	0
CROT	0	0	1	0
SLC25A40	0	0	0	0
DBF4	0	0	0	0
ADAM22	0	0	0	0
SRI	0	0	0	0
STEAP1	1	0	0	1
CFAP69	0	1	1	0
GTPBP10	0	0	0	0
CLDN12	0	0	0	0
FZD1	1	0	1	1
MTERF1	0	0	0	0
AKAP9	0	0	0	0
CYP51A1	0	0	0	0
KRIT1	0	0	0	0
AC000120.7	0	0	0	0
Y_RNA	0	1	0	0
ANKIB1	0	0	0	0
GATAD1	0	0	0	0
AC007566.10	0	0	1	0
PEX1	0	0	0	0
RBM48	0	0	0	0
FAM133B	1	0	0	0
CDK6	1	1	0	0
SAMD9	0	1	1	0
CCDC132	0	0	0	0
CALCR	0	0	1	0
GNGT1	0	0	0	0
BET1	0	0	0	0
COL1A2	1	0	0	0
CASD1	0	0	0	0
PEG10	0	0	0	0
PPP1R9A	0	0	1	0
PON2	1	1	0	0
SLC25A13	0	0	0	0
SHFM1	1	0	0	0
DLX6-AS1	0	1	0	0
DLX6	1	0	0	0
ACN9	0	0	0	0
ASNS	0	0	0	0
OR7E38P	0	0	0	0
AC004967.7	0	0	1	0
LMTK2	0	0	0	0
TECPR1	0	0	0	0
BRI3	0	0	0	0
BAIAP2L1	0	0	0	0
AC091654.7	0	0	1	0
TRRAP	0	0	0	0
AC004893.11	1	0	1	0
SMURF1	0	0	0	0
KPNA7	1	0	0	0
MYH16	1	0	0	0
ARPC1A	1	0	0	0
ARPC1B	0	0	0	0
PDAP1	0	0	0	0
BUD31	0	0	0	0
PTCD1	0	0	0	0
CPSF4	0	0	0	0
ATP5J2	0	0	0	0
ZNF789	1	0	0	0
ZNF394	0	0	0	0
ZKSCAN5	0	0	0	0
FAM200A	0	0	0	0
ZNF655	0	0	0	0
GS1-259H13.2	1	0	0	0
ZSCAN25	1	0	0	0
CYP3A7	0	1	1	1
TRIM4	0	0	0	0
ZKSCAN1	0	0	0	0
ZSCAN21	0	0	0	0
ZNF3	0	0	0	0
COPS6	0	0	0	0
MCM7	0	0	0	0
MIR25	0	0	0	0
AP4M1	0	0	0	0
TAF6	0	0	0	0
RP11-506M12.1	0	0	0	1
CNPY4	1	0	0	0
MBLAC1	0	0	0	0
C7orf43	0	0	0	0
GAL3ST4	1	0	0	1
GPC2	1	0	0	0
STAG3	1	0	0	0
GATS	0	0	0	0
AC005071.1	0	0	0	0
PMS2P1	0	0	1	0
STAG3L5P	0	0	0	0
PILRB	0	0	0	0
PILRA	0	0	0	1
ZCWPW1	0	0	0	0
MEPCE	0	0	0	0
PPP1R35	1	0	0	0
RP11-758P17.3	1	0	0	0
C7orf61	1	0	0	0
TSC22D4	0	0	0	0
NYAP1	1	0	0	1
AGFG2	0	0	0	0
RP11-44M6.3	1	0	0	0
LRCH4	0	0	0	0
FBXO24	1	0	0	1
PCOLCE-AS1	1	1	0	1
PCOLCE	1	0	0	1
MOSPD3	0	0	0	0
TFR2	0	1	0	0
GNB2	0	0	0	0
GIGYF1	0	0	0	0
POP7	0	0	0	0
EPHB4	0	0	0	0
